,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
2016106030,2019/12/01,4中京2,晴,9,桑名特別(1勝クラス),,18,6,12,35.3,11,11,横山典弘,54,芝1200,良,**,1:09.1,0.6,**,6-6,33.1-35.4,34.9,444(0),,,ハーキーステップ,,,,,,,
2016106030,2019/11/10,3福島4,晴,7,3歳以上1勝クラス,,15,4,7,7.5,3,4,横山武史,53,芝1200,良,**,1:10.4,0.4,**,3-3,34.1-35.9,36.0,444(-6),,,タイキラトナンジュ,110.0,,,,,,
2016106030,2019/09/16,4中山5,曇,12,3歳以上1勝クラス,,16,7,13,33.5,10,11,武藤雅,52,芝1200,重,**,1:09.1,0.7,**,7-8,33.7-34.7,34.8,450(+6),,,イルヴェントデーア,,,,,,,
2016106030,2019/08/24,2新潟9,曇,12,3歳以上1勝クラス,,13,7,10,3.8,2,2,武藤雅,51,芝1200,良,**,1:09.8,0.2,**,3-3,34.4-35.2,35.1,444(+8),,,スピアーノ,300.0,,,,,,
2016106030,2019/04/13,1福島3,晴,10,雪うさぎ賞(500万下),,15,6,11,18.5,9,11,荻野極,54,芝1200,良,**,1:10.3,1.1,**,8-8,33.3-35.9,36.3,436(-2),,,ショウナンタイガ,,,,,,,
2016106030,2019/03/09,2中山5,晴,6,3歳500万下,,15,7,13,24.4,9,5,武藤雅,53,芝1200,良,**,1:09.9,0.2,**,8-5,34.3-35.4,35.0,438(-4),,,ホープフルサイン,72.0,,,,,,
2016106030,2019/01/14,1中山5,晴,7,3歳500万下,,16,2,4,26.9,7,8,丸山元気,54,芝1200,良,**,1:09.6,0.4,**,3-3,33.8-35.4,35.6,442(+4),,,ブリングイットオン,,,,,,,
2016106030,2018/12/09,5中山4,曇,9,黒松賞(500万下),,15,7,14,18.7,4,4,津村明秀,54,芝1200,良,**,1:09.9,0.7,**,9-8,33.4-35.8,35.9,438(-2),,,ホウオウカトリーヌ,150.0,,,,,,
2016106030,2018/11/03,3福島1,晴,2,2歳未勝利,,16,4,8,5.4,2,1,津村明秀,54,芝1200,良,**,1:09.2,-0.3,**,7-5,34.3-34.9,34.4,440(-6),,,(ドゥシャンパーニュ),500.0,,,,,,
2016106030,2018/10/13,3新潟1,晴,5,2歳未勝利,,17,8,15,26.1,8,3,津村明秀,54,芝1400,良,**,1:22.4,0.2,**,3-3,34.3-36.0,35.9,446(0),,,トーセンリスト,130.0,,,,,,
2016106030,2018/09/22,4中山6,曇,2,2歳未勝利,,16,2,3,7.4,3,4,武藤雅,53,芝1200,稍,**,1:10.1,0.7,**,9-10,34.2-35.2,35.3,446(0),,,ヴァルドワーズ,75.0,,,,,,
2016106030,2018/07/15,2福島6,晴,1,2歳未勝利,,15,3,4,3.5,2,6,武藤雅,53,芝1200,良,**,1:11.7,0.7,**,2-2,34.5-36.5,37.2,446(+6),,,マイネルアプラウス,,,,,,,
2016106030,2018/06/03,3東京2,晴,6,2歳新馬,,18,7,13,14.6,4,3,武藤雅,52,芝1400,良,**,1:23.9,0.2,**,4-3,36.9-34.5,34.4,440(0),,,アカネサス,180.0,,,,,,
2018102380,2021/08/14,2札幌1,曇,9.0,3歳以上1勝クラス,,16.0,3.0,5,172.4,14,11,古川吉洋,52,芝1200,良,**,1:10.2,0.9,**,10-10,34.0-35.3,35.2,438(-6),,,ディキシークイーン,,,,,,,
2018102380,2021/07/24,1函館7,曇,4.0,3歳未勝利,,16.0,2.0,3,44.4,10,14,古川吉洋,54,芝1200,良,**,1:10.6,1.4,**,1-1,33.8-35.4,36.8,444(+10),,,センショウライツ,,,,,,,
2018102380,2021/04/24,2阪神9,曇,2.0,3歳未勝利,,18.0,7.0,13,89.5,9,7,角田大和,51,芝1400,良,**,1:22.4,1.0,**,8-7,33.9-35.8,36.0,434(-4),,,カバーガール,,,,,,,
2018102380,2021/01/10,1中京3,晴,3.0,3歳未勝利,,16.0,1.0,1,63.9,9,15,富田暁,53,ダ1400,良,**,1:30.9,4.5,**,1-1,34.9-38.9,43.4,438(+6),,,チカリヨン,,,,,,,
2018102380,2020/09/12,2中京1,晴,1.0,2歳未勝利,,13.0,8.0,13,73.8,9,10,富田暁,53,芝1400,稍,**,1:23.2,1.4,**,9-9,34.3-35.9,36.7,432(-8),,,グランデフィオーレ,,,,,,,
2018102380,2020/08/29,2小倉5,晴,2.0,2歳未勝利,,14.0,3.0,4,60.8,8,5,富田暁,53,芝1200,良,**,1:09.2,0.8,**,10-10,33.2-35.2,35.1,440(-2),,,ミニーアイル,51.0,,,,,,
2018102380,2020/08/16,2小倉2,晴,6.0,2歳新馬,,18.0,2.0,4,46.4,10,7,富田暁,53,芝1200,良,**,1:10.1,0.9,**,9-7,33.8-35.4,35.4,442(0),,,ウインスーリール,,,,,,,
2018106583,2022/03/27,2阪神2,晴,4.0,障害4歳以上未勝利,,13.0,8.0,12,26.7,8,6,平沢健治,59,障2970,稍,,3:24.6,2.1,,9-9-9-7,106.0-39.7,13.8,486(0),,,アレデラヴァン,,,,,,,
2018106583,2022/02/20,2小倉4,曇,4.0,障害4歳以上未勝利,,11.0,2.0,2,76.2,10,5,中村将之,59,障2860,重,,3:17.2,3.8,,4-4-4-4,108.0-38.8,13.8,486(0),,,サンティーニ,79.0,,,,,,
2018106583,2022/01/30,1小倉6,曇,4.0,障害4歳以上未勝利,,12.0,5.0,6,49.2,9,8,中村将之,59,障2860,良,,3:13.8,4.0,,6-5-6-7,104.0-38.0,13.6,486(-8),,,グランドレグルス,,,,,,,
2018106583,2021/12/26,6阪神8,晴,5.0,障害3歳以上未勝利,,14.0,3.0,4,31.5,7,11,中村将之,58,障2970,良,,3:31.4,10.6,,12-12-12-11,108.0-40.2,14.2,494(+12),,,エコロドリーム,,,,,,,
2018106583,2021/10/24,5新潟6,晴,9.0,3歳以上1勝クラス,,13.0,5.0,7,13.6,6,13,田中健,55,芝1000,稍,**,0:59.2,2.5,**,11,33.3-34.1,35.7,482(+6),,,エールヴィフ,,,,,,,
2018106583,2021/08/29,2札幌6,晴,8.0,3歳以上1勝クラス,,13.0,8.0,13,59.8,9,10,和田竜二,54,芝1500,良,**,1:29.6,1.3,**,4-3-5,29.2-35.7,36.7,476(0),,,マルカエイペックス,,,,,,,
2018106583,2021/08/14,2札幌1,曇,9.0,3歳以上1勝クラス,,16.0,7.0,14,9.9,5,12,小沢大仁,51,芝1200,良,**,1:10.3,1.0,**,2-3,34.0-35.3,36.2,476(+2),,,ディキシークイーン,,,,,,,
2018106583,2021/08/01,1函館10,曇,9.0,長万部特別(1勝クラス),,13.0,2.0,2,12.3,5,4,岩田康誠,54,芝1200,良,**,1:09.2,0.3,**,3-3,34.1-34.8,34.8,474(-6),,,ノックオンウッド,160.0,,,,,,
2018106583,2021/05/30,3中京8,晴,5.0,3歳1勝クラス,,16.0,2.0,4,46.0,10,16,岩田望来,56,ダ1400,良,**,1:28.6,4.5,**,2-3,33.5-38.7,43.1,480(+2),,,シャークスポット,,,,,,,
2018106583,2021/03/06,1阪神7,晴,5.0,3歳1勝クラス,,14.0,4.0,6,21.7,8,10,岩田康誠,56,ダ1200,稍,**,1:13.2,1.4,**,7-8,34.9-36.9,37.6,478(-8),,,ミスズグランドオー,,,,,,,
2018106583,2021/02/06,1小倉7,晴,10.0,かささぎ賞(1勝クラス),,13.0,4.0,5,4.1,2,8,鮫島克駿,56,芝1200,良,**,1:10.0,1.3,**,6-5,33.2-35.5,36.4,486(+8),,,マイネルジェロディ,,,,,,,
2018106583,2020/12/19,3中京5,晴,10.0,報知杯中京2歳S(OP),,14.0,7.0,12,4.6,1,9,鮫島克駿,55,芝1200,良,**,1:10.3,0.8,**,6-7,34.1-35.4,35.0,478(-2),,,ゴールドチャリス,,,,,,,
2018106583,2020/11/21,5阪神5,晴,3.0,2歳未勝利,,13.0,6.0,8,2.4,1,1,福永祐一,55,芝1400,良,**,1:21.2,-0.3,**,1-1,34.5-35.4,35.4,480(0),,,(トーホウディアス),510.0,,,,,,
2018106583,2020/11/07,5阪神1,曇,3.0,2歳未勝利,,17.0,8.0,16,34.8,7,2,岩田康誠,55,芝1400,良,**,1:20.9,0.5,**,1-1,34.2-34.6,35.1,480(-8),,,グレナディアガーズ,200.0,,,,,,
2018106583,2020/09/06,2札幌8,晴,1.0,2歳未勝利,,16.0,8.0,15,25.9,8,15,加藤祥太,54,芝2000,良,**,2:04.6,1.7,**,1-1-1-1,35.5-36.8,38.5,488(-2),,,ミルウ,,,,,,,
2018106583,2020/08/22,2札幌3,晴,1.0,2歳未勝利,,8.0,5.0,5,6.1,4,5,団野大成,53,芝1800,良,**,1:50.9,0.4,**,3-3-3-3,37.5-36.0,36.2,490(-2),,,ヴィゴーレ,51.0,,,,,,
2018106583,2020/08/09,1札幌6,晴,5.0,2歳新馬,,8.0,6.0,6,5.2,3,4,田辺裕信,54,芝1800,良,**,1:51.9,0.6,**,2-2-2-2,38.3-34.4,34.9,492(0),,,オーソクレース,110.0,,,,,,
2018101274,2022/03/28,笠松,曇,7.0,サラ系C18組,,8.0,3.0,3,2.7,1,2,加藤聡一,56,ダ1400,良,**,1:35.1,0.2,**,1-1-1,0.0-42.2,42.4,418(-7),,,ファントムメナス,8.1,,,,,,
2018101274,2022/03/09,名古屋,晴,6.0,現名古屋競馬場ファイ,,12.0,1.0,1,5.8,3,6,加藤聡一,56,ダ1400,良,**,1:35.1,1.5,**,5-5-5,0.0-42.0,42.4,425(-3),,,アヒージョケッパー,,,,,,,
2018101274,2022/03/01,名古屋,曇,5.0,C14組,,11.0,5.0,5,38.0,7,8,加藤聡一,56,ダ1400,良,**,1:35.6,1.9,**,2-2-4,0.0-40.0,41.8,428(+8),,,キクノリノ,,,,,,,
2018101274,2022/02/02,名古屋,晴,3.0,C18組,,10.0,2.0,2,3.5,3,4,岡部誠,56,ダ1400,良,**,1:34.1,2.4,**,5-5-4,0.0-40.3,42.0,420(0),,,ナイトライダー,3.8,,,,,,
2018101274,2022/01/19,名古屋,晴,11.0,乙川特別,,10.0,7.0,8,86.3,9,7,加藤聡一,56,ダ1600,良,**,1:48.8,2.7,**,5-5-7,0.0-40.2,42.3,420(-7),,,ラビオンアスール,,,,,,,
2018101274,2022/01/02,名古屋,晴,2.0,C26組,,9.0,8.0,8,3.5,2,1,加藤聡一,56,ダ1400,良,**,1:33.9,-0.1,**,1-1-1,0.0-41.7,41.7,427(+5),,,(ウィズザベスト),32.0,,,,,,
2018101274,2021/12/20,名古屋,晴,8.0,C21組,,11.0,3.0,3,44.8,7,5,今井貴大,56,ダ1400,重,**,1:34.4,2.1,**,4-4-3,0.0-40.8,42.2,422(+1),,,パフドラム,2.6,,,,,,
2018101274,2021/12/09,名古屋,晴,2.0,C21組,,10.0,1.0,1,11.0,4,8,加藤聡一,56,ダ1400,重,**,1:35.6,2.8,**,3-4-4,0.0-41.0,43.3,421(-1),,,キタノオーシャン,,,,,,,
2018101274,2021/11/16,名古屋,晴,2.0,C23組,,9.0,5.0,5,13.4,4,8,加藤聡一,56,ダ1400,良,**,1:33.5,2.4,**,4-6-7,0.0-39.8,41.1,422(+1),,,タカジョー,,,,,,,
2018101274,2021/11/02,名古屋,晴,12.0,乳岩川特別,,11.0,5.0,5,67.5,7,10,細川智史,54,ダ1400,良,**,1:32.4,1.9,**,7-8-8,0.0-39.2,40.2,421(-4),,,ゲットオン,,,,,,,
2018101274,2021/10/20,名古屋,晴,4.0,C27組,,10.0,8.0,10,2.0,1,1,岡部誠,56,ダ1400,良,**,1:31.0,-1.3,**,1-1-1,0.0-39.0,39.0,425(+2),,,(フィリア),32.0,,,,,,
2018101274,2021/10/11,名古屋,晴,4.0,C27組,,11.0,6.0,6,7.1,3,3,岡部誠,56,ダ1400,良,**,1:32.6,1.2,**,10-10-7,0.0-40.2,39.7,423(-7),,,ウエスタンプラチナ,5.8,,,,,,
2018101274,2021/10/01,名古屋,曇,4.0,みちひでボソッと賞,,10.0,1.0,1,3.3,2,5,丸野勝虎,56,ダ1400,良,**,1:34.2,3.2,**,10-10-10,0.0-39.1,40.7,430(+20),,,グッドスペンサー,2.7,,,,,,
2018101274,2021/08/14,2札幌1,曇,9.0,3歳以上1勝クラス,,16.0,6.0,12,356.9,16,14,山田敬士,52,芝1200,良,**,1:10.5,1.2,**,9-12,34.0-35.3,35.6,410(-16),,,ディキシークイーン,,,,,,,
2018101274,2021/08/07,1函館11,晴,4.0,3歳未勝利,,12.0,8.0,11,74.8,10,12,山田敬士,54,ダ1000,良,**,1:01.9,3.0,**,11-12,34.6-35.7,36.9,426(+6),,,ゴールドフィンガー,,,,,,,
2018101274,2021/07/04,1福島2,小雨,2.0,3歳未勝利,,16.0,7.0,13,32.4,11,6,亀田温心,55,芝1200,良,**,1:10.7,0.9,**,10-9,34.0-35.8,35.7,420(+8),,,ホウオウジュレップ,,,,,,,
2018101274,2021/03/27,3中山1,晴,2.0,3歳未勝利,,16.0,1.0,2,64.7,9,9,江田照男,56,ダ1200,良,**,1:14.1,1.9,**,7-7,35.1-37.1,38.3,412(-4),,,ロングジャーニー,,,,,,,
2018101274,2021/01/30,1小倉5,曇,5.0,3歳未勝利,,18.0,3.0,5,43.6,10,12,山田敬士,54,芝1200,良,**,1:10.6,1.5,**,14-13,33.4-35.7,35.4,416(-2),,,コスモサンレミ,,,,,,,
2018101274,2020/11/21,5東京5,晴,4.0,2歳新馬,,16.0,3.0,5,38.0,9,13,武士沢友,55,ダ1400,良,**,1:30.4,3.9,**,1-1,36.0-37.6,41.5,418(0),,,ホワイトクロウ,,,,,,,
2017110177,2022/03/14,浦和,晴,8.0,特選,,12.0,6.0,8,132.9,10,9,保園翔也,56,ダ1400,良,**,1:30.7,2.5,**,3-3-3-4,37.3-38.0,40.2,520(+10),,,レナータ,,,,,,,
2017110177,2021/12/22,浦和,晴,9.0,晩冬特別,,9.0,6.0,6,135.8,9,9,寺島憂人,56,ダ1500,良,**,1:41.6,4.7,**,7-8-8-9,30.7-39.6,43.0,510(+2),,,ワンダークラドート,,,,,,,
2017110177,2021/11/22,浦和,曇,7.0,浦和800ラウンド,,12.0,4.0,4,79.8,8,11,見越彬央,56,ダ800,重,**,0:50.4,3.7,**,11-10,34.5-34.8,36.4,508(+18),,,トミケンリューヤー,,,,,,,
2017110177,2021/08/14,2札幌1,曇,9.0,3歳以上1勝クラス,,16.0,1.0,2,63.4,13,15,松田大作,57,芝1200,良,**,1:10.5,1.2,**,10-10,34.0-35.3,35.4,490(0),,,ディキシークイーン,,,,,,,
2017110177,2021/08/08,1函館12,曇,12.0,3歳以上1勝クラス,,16.0,3.0,6,39.2,12,9,亀田温心,56,芝1200,良,**,1:10.4,0.9,**,13-14,33.5-36.0,35.5,490(+8),,,ブロンズレッド,,,,,,,
2017110177,2021/05/23,2新潟6,曇,9.0,4歳以上1勝クラス,,14.0,6.0,10,27.8,9,12,亀田温心,55,芝1400,稍,**,1:25.0,1.0,**,3-3,35.0-36.8,37.6,482(-6),,,マサノアッレーグラ,,,,,,,
2017110177,2021/02/27,2小倉5,曇,6.0,4歳以上1勝クラス,,18.0,5.0,9,20.4,9,12,菅原明良,55,芝1200,重,**,1:10.0,0.8,**,10-9,33.7-35.5,35.7,488(-2),,,ダノンシティ,,,,,,,
2017110177,2021/02/13,2小倉1,晴,9.0,4歳以上1勝クラス,,18.0,8.0,18,39.2,9,9,菅原明良,55,芝1200,良,**,1:07.8,0.7,**,14-14,32.4-34.7,34.0,490(0),,,コスモカルナック,,,,,,,
2017110177,2020/11/23,5東京7,晴,8.0,3歳以上1勝クラス,,16.0,5.0,10,15.1,7,15,丸山元気,55,ダ1400,良,**,1:28.1,2.6,**,5-5,36.2-36.8,38.9,490(+8),,,ソラン,,,,,,,
2017110177,2020/10/31,3福島1,晴,9.0,3歳以上1勝クラス,,14.0,5.0,7,12.8,5,9,丸山元気,54,芝1200,良,**,1:09.6,0.8,**,2-1,33.8-35.0,35.8,482(+12),,,メイショウユリシス,,,,,,,
2017110177,2020/06/28,1函館6,曇,3.0,3歳未勝利,,15.0,4.0,8,2.4,1,1,横山武史,54,芝1200,稍,**,1:10.5,0.0,**,1-1,34.6-35.9,35.9,470(-2),,,(タイセイレフィーノ),510.0,,,,,,
2017110177,2020/05/09,2東京5,晴,4.0,3歳未勝利,,16.0,7.0,14,3.7,2,3,ルメール,54,ダ1400,良,**,1:26.7,0.2,**,2-2,36.8-37.3,37.5,472(-12),,,エルメーム,130.0,,,,,,
2017110177,2020/03/08,2中山4,雨,4.0,3歳新馬,,16.0,2.0,3,1.7,1,3,ルメール,54,ダ1200,稍,**,1:15.2,2.1,**,5-5,35.7-37.4,39.1,484(0),,,コーリングローリー,150.0,,,,,,
2019104409,2022/03/20,2中山7,曇,11.0,フジTVスプリングS(G2),,13.0,7.0,11,195.9,13,13,田中勝春,56,芝1800,稍,**,1:50.9,2.5,**,4-4-4-6,36.7-35.3,37.3,478(-2),,,ビーアストニッシド,,,,,,,
2019104409,2022/02/26,1阪神5,晴,10.0,すみれS(L),,8.0,2.0,2,77.3,8,6,幸英明,56,芝2200,良,**,2:13.7,0.8,**,4-4-3-4,35.9-34.4,35.0,480(-2),,,ポッドボレット,,,,,,,
2019104409,2022/02/06,1中京12,晴,11.0,きさらぎ賞(G3),,11.0,7.0,9,193.5,11,7,団野大成,56,芝2000,稍,**,2:01.4,0.9,**,11-11-10-9,36.2-35.9,35.6,482(-12),,,マテンロウレオ,,,,,,,
2019104409,2022/01/16,1中山6,晴,11.0,京成杯(G3),,16.0,7.0,13,338.6,16,13,山田敬士,56,芝2000,良,**,2:02.6,1.3,**,15-15-15-13,35.7-35.5,35.6,494(-4),,,オニャンコポン,,,,,,,
2019104409,2022/01/05,1中山1,晴,10.0,ジュニアC(L),,9.0,7.0,7,29.8,7,5,山田敬士,56,芝1600,良,**,1:35.5,0.6,**,4-3-3,36.0-34.8,35.0,498(+12),,,インダストリア,200.0,,,,,,
2019104409,2021/11/20,5東京5,晴,11.0,東京スポーツ杯2歳S(G2),,12.0,4.0,4,56.7,11,10,戸崎圭太,55,芝1800,良,**,1:48.0,1.8,**,6-8-8,36.2-34.3,34.6,486(+8),,,イクイノックス,,,,,,,
2019104409,2021/09/04,2札幌7,晴,11.0,札幌2歳S(G3),,9.0,8.0,10,23.1,5,3,山田敬士,54,芝1800,良,**,1:50.0,0.9,**,7-7-7-6,36.4-36.8,36.9,478(+2),,,ジオグリフ,785.3,,,,,,
2019104409,2021/08/14,2札幌1,曇,10.0,コスモス賞(OP),,6.0,4.0,4,6.4,4,1,山田敬士,54,芝1800,良,**,1:49.3,-0.1,**,2-2-2-1,35.5-36.4,36.3,476(-2),,,(エーティーマクフィ),1613.3,,,,,,
2019104409,2021/07/17,1函館5,晴,11.0,函館2歳S(G3),,11.0,7.0,8,13.0,5,6,武豊,54,芝1200,良,**,1:10.4,0.5,**,10-10,33.7-36.2,35.2,478(0),,,ナムラリコリス,,,,,,,
2019104409,2021/07/10,1函館3,曇,1.0,2歳未勝利,,9.0,1.0,1,4.4,3,2,武豊,54,芝1200,良,**,1:09.8,0.0,**,9-8,34.2-35.6,34.4,478(+4),,,ブッシュガーデン,200.0,,,,,,
2019104409,2021/06/27,1札幌6,晴,5.0,2歳新馬,,10.0,4.0,4,12.5,4,2,山田敬士,52,芝1200,良,**,1:09.8,0.2,**,3-3,33.8-35.8,35.7,474(0),,,ラブリイユアアイズ,280.0,,,,,,
2019105859,2021/09/04,2札幌7,晴,11.0,札幌2歳S(G3),,9.0,4.0,4,23.4,6,7,藤岡佑介,54,芝1800,良,**,1:50.5,1.4,**,4-5-5-5,36.4-36.8,37.5,438(+2),,,ジオグリフ,,,,,,,
2019105859,2021/08/14,2札幌1,曇,10.0,コスモス賞(OP),,6.0,6.0,6,4.4,3,2,藤岡佑介,54,芝1800,良,**,1:49.4,0.1,**,5-5-5-5,35.5-36.4,36.0,436(0),,,トーセンヴァンノ,643.8,,,,,,
2019105859,2021/07/04,1函館2,晴,1.0,2歳未勝利,,12.0,7.0,10,2.1,1,1,藤岡佑介,54,芝1200,良,**,1:10.4,0.0,**,6-4,34.4-36.0,35.4,436(+4),,,(ジョーブリッランテ),510.0,,,,,,
2019105859,2021/06/20,1札幌4,曇,5.0,2歳新馬,,16.0,3.0,6,15.6,5,2,藤岡佑介,54,芝1200,稍,**,1:09.7,0.2,**,12-10,34.7-34.8,33.7,432(0),,,グランアプロウソ,280.0,,,,,,
2019110074,2022/02/13,1東京6,雨,7.0,3歳1勝クラス,,16.0,5.0,10,10.5,5,4,木幡育也,55,ダ1600,不,**,1:36.5,0.2,**,14-15,35.0-37.0,35.6,496(+8),,,フルオール,110.0,,,,,,
2019110074,2022/01/08,1中京2,晴,7.0,3歳1勝クラス,,14.0,5.0,7,25.2,5,4,柴山雄一,56,ダ1800,良,**,1:53.4,0.5,**,14-14-12-11,35.7-39.0,37.9,488(-2),,,デシエルト,110.0,,,,,,
2019110074,2021/12/28,6阪神9,曇,7.0,2歳1勝クラス,,13.0,8.0,12,20.2,6,4,柴山雄一,55,ダ1800,良,**,1:54.1,0.5,**,13-13-7-6,37.5-38.4,38.1,490(0),,,デリカダ,110.0,,,,,,
2019110074,2021/12/12,5中山4,晴,7.0,2歳1勝クラス,,10.0,7.0,7,8.9,4,3,北村宏司,55,ダ1800,良,**,1:54.6,0.3,**,9-9-2-2,37.0-38.3,38.5,490(-2),,,ウェルカムニュース,180.0,,,,,,
2019110074,2021/09/25,5中京6,曇,9.0,野路菊S(OP),,8.0,1.0,1,23.4,6,5,池添謙一,54,芝2000,良,**,2:00.7,0.9,**,4-3-3-5,36.6-35.0,35.5,492(+2),,,ロン,160.0,,,,,,
2019110074,2021/08/14,2札幌1,曇,10.0,コスモス賞(OP),,6.0,3.0,3,2.5,1,3,ルメール,54,芝1800,良,**,1:49.6,0.3,**,4-4-3-3,35.5-36.4,36.4,490(-4),,,トーセンヴァンノ,401.9,,,,,,
2019110074,2021/07/24,1函館7,曇,1.0,2歳未勝利,,13.0,7.0,11,11.3,5,1,横山武史,54,芝1800,良,**,1:50.3,-0.1,**,11-10-1-1,37.2-36.0,36.0,494(+2),,,(アスクワイルドモア),510.0,,,,,,
2019110074,2021/06/13,3東京4,曇,5.0,2歳新馬,,8.0,2.0,2,3.5,2,4,ルメール,54,芝1800,良,**,1:51.9,1.0,**,2-1-2,38.7-34.3,35.3,492(0),,,ヴァーンフリート,110.0,,,,,,
2019100295,2022/04/03,3中山4,曇,9.0,山吹賞(1勝クラス),,9.0,6.0,6,70.3,8,7,丹内祐次,56,芝2200,稍,**,2:18.2,1.1,**,5-5-4-4,38.0-35.7,36.3,474(+2),,,トーセンリョウ,,,,,,,
2019100295,2022/03/02,川崎,晴,6.0,連翹特別,,14.0,5.0,8,2.9,2,1,笹川翼,56,ダ1500,良,**,1:37.4,0.0,**,4-3-5-3,30.1-39.6,39.2,472(+1),,,(スターオブケリー),250.0,,,,,,
2019100295,2022/02/01,川崎,晴,11.0,ヴィクトリーチャレン(OP),,12.0,3.0,3,3.3,2,6,笹川翼,55,ダ1600,良,**,1:45.4,0.9,**,9-9-8-8,38.0-39.8,39.8,471(+5),,,フウト,,,,,,,
2019100295,2022/01/05,1中山1,晴,5.0,3歳1勝クラス,,9.0,1.0,1,99.0,8,6,丹内祐次,56,芝2000,良,**,2:03.0,1.1,**,3-3-4-4,37.4-34.3,35.1,466(+4),,,アスクビクターモア,,,,,,,
2019100295,2021/12/04,5中山1,晴,9.0,葉牡丹賞(1勝クラス),,15.0,6.0,10,89.5,13,11,丹内祐次,55,芝2000,良,**,2:01.6,1.0,**,7-7-8-10,36.1-35.6,35.9,462(+10),,,ボーンディスウェイ,,,,,,,
2019100295,2021/08/14,2札幌1,曇,10.0,コスモス賞(OP),,6.0,2.0,2,11.2,5,4,丹内祐次,54,芝1800,良,**,1:49.8,0.5,**,3-3-3-3,35.5-36.4,36.6,452(-8),,,トーセンヴァンノ,240.0,,,,,,
2019100295,2021/07/27,門別,曇,12.0,ブリーダーズゴールド(G),,9.0,5.0,5,5.9,3,9,五十嵐冬,54,ダ1700,良,**,1:54.6,3.6,**,3-3-3-6,0.0-39.0,42.2,460(+8),,,シャルフジン,,,,,,,
2019100295,2021/06/24,門別,曇,6.0,JRA認定スーパーフ(新馬),,8.0,8.0,8,1.5,1,1,五十嵐冬,54,ダ1700,稍,**,1:51.3,-0.7,**,3-1-2-1,0.0-42.3,42.3,452(0),,,(マイブレイブ),250.0,,,,,,
2019110083,2022/03/26,2中京5,曇,2.0,3歳未勝利,,15.0,4.0,7,10.5,4,11,吉田隼人,56,ダ1900,稍,**,2:05.5,3.2,**,9-9-6-6,30.2-40.1,42.2,492(+2),,,ボブズヤアンクル,,,,,,,
2019110083,2022/03/13,2中京2,晴,2.0,3歳未勝利,,12.0,7.0,9,13.3,4,4,松本大輝,53,ダ1800,良,**,1:56.2,0.8,**,2-2-2-2,38.8-38.9,39.6,490(-4),,,ブラジリアンソング,78.0,,,,,,
2019110083,2022/02/16,船橋,晴,9.0,ベストビット特別,,11.0,6.0,7,2.8,2,2,張田昂,56,ダ1700,重,**,1:49.4,0.6,**,2-2-2-2,30.7-39.9,40.4,494(+2),,,ロマンスグレー,100.0,,,,,,
2019110083,2022/01/23,1中山8,曇,3.0,3歳未勝利,,11.0,3.0,3,13.0,4,5,戸崎圭太,56,ダ1800,良,**,1:58.0,1.6,**,6-5-4-3,38.3-40.3,41.1,492(-4),,,レッドラパルマ,52.0,,,,,,
2019110083,2021/12/19,6阪神6,晴,3.0,2歳未勝利,,13.0,6.0,9,49.8,8,8,松本大輝,52,ダ1800,稍,**,1:56.5,2.0,**,10-11-11-11,38.0-39.2,39.6,496(-2),,,ヒロノシュン,,,,,,,
2019110083,2021/12/12,6阪神4,晴,1.0,2歳未勝利,,8.0,8.0,8,3.0,2,4,岩田望来,55,ダ1800,良,**,1:57.9,2.2,**,3-3-3-3,38.9-37.4,39.2,498(+10),,,ラブリュス,77.0,,,,,,
2019110083,2021/11/14,5東京4,晴,1.0,2歳未勝利,,13.0,6.0,8,14.0,7,3,松田大作,55,ダ1600,良,**,1:39.8,1.2,**,12-12,35.4-38.5,38.3,488(+2),,,リンクスルーファス,130.0,,,,,,
2019110083,2021/08/14,2札幌1,曇,10.0,コスモス賞(OP),,6.0,5.0,5,48.3,6,5,団野大成,54,芝1800,良,**,1:50.6,1.3,**,6-6-6-6,35.5-36.4,37.1,486(-6),,,トーセンヴァンノ,160.0,,,,,,
2019110083,2021/08/08,1函館12,曇,1.0,2歳未勝利,,14.0,6.0,9,6.0,4,5,岩田康誠,54,ダ1700,良,**,1:49.9,1.5,**,12-12-10-6,29.9-40.5,40.6,492(+2),,,ウインアウォード,51.0,,,,,,
2019110083,2021/06/05,3東京1,晴,5.0,2歳新馬,,11.0,2.0,2,15.1,4,9,戸崎圭太,54,芝1600,良,**,1:37.9,2.5,**,8-7,36.5-34.6,36.4,490(0),,,コマンドライン,,,,,,,
2019102887,2022/03/21,2中山8,晴,6.0,3歳1勝クラス,,13.0,4.0,4,230.2,11,12,大野拓弥,54,芝1600,稍,**,1:36.3,1.7,**,5-8-12,34.4-35.9,36.2,428(+4),,,サーマルウインド,,,,,,,
2019102887,2022/03/06,2中山4,晴,6.0,3歳1勝クラス,,10.0,1.0,1,226.7,10,5,大野拓弥,54,芝1600,良,**,1:36.1,0.6,**,8-7-6,36.4-34.8,34.8,424(-8),,,アバンチュリエ,75.0,,,,,,
